代码,名称,综合评分,动量分,技术分,基本面分,量能分,风险分,板块,已持仓
600106,重庆路桥,39.3,21.8,46.5,45.0,32.5,48.0,其他,False
603855,华荣股份,39.3,28.5,55.5,20.0,40.0,48.0,其他,False
603949,雪龙集团,39.3,22.1,34.5,55.0,40.0,48.0,其他,False
002985,北摩高科,39.3,15.3,44.5,65.0,30.0,36.0,其他,False
603233,大参林,39.3,24.8,26.5,70.0,40.0,36.0,其他,False
601778,晶科科技,39.3,56.7,46.5,10.0,47.5,20.0,其他,False
002558,巨人网络,39.3,5.8,33.5,95.0,32.5,28.0,其他,False
600548,深高速,39.3,34.8,34.5,30.0,32.5,68.0,其他,False
600560,金自天正,39.3,28.0,43.5,25.0,45.0,60.0,其他,False
000815,美利云,39.3,36.5,46.5,45.0,32.5,20.0,其他,False
600610,中毅达,39.3,21.1,34.5,75.0,40.0,20.0,其他,False
002139,拓邦股份,39.2,27.0,61.5,5.0,55.0,48.0,其他,False
002044,美年健康,39.2,36.3,55.5,25.0,32.5,32.0,其他,False
002176,江特电机,39.2,44.6,45.5,35.0,32.5,20.0,其他,False
002923,润都股份,39.2,14.5,33.5,75.0,37.5,36.0,其他,False
600857,宁波中百,39.2,48.1,55.5,10.0,32.5,32.0,其他,False
600894,广日股份,39.2,25.4,37.5,50.0,47.5,36.0,其他,False
002488,金固股份,39.2,25.6,46.5,50.0,37.5,28.0,其他,False
002507,涪陵榨菜,39.2,30.0,33.5,45.0,32.5,56.0,其他,False
601169,北京银行,39.2,29.9,33.5,45.0,32.5,56.0,其他,False
002072,凯瑞德,39.2,31.7,51.5,20.0,50.0,40.0,其他,False
601001,晋控煤业,39.2,33.4,46.5,35.0,45.0,28.0,其他,False
002530,金财互联,39.2,21.7,34.5,55.0,40.0,48.0,其他,False
603680,今创集团,39.2,27.6,46.5,45.0,32.5,36.0,其他,False
600661,昂立教育,39.2,17.2,33.5,75.0,32.5,36.0,其他,False
603995,甬金股份,39.2,30.7,43.5,45.0,32.5,36.0,其他,False
603363,傲农生物,39.2,18.0,65.5,30.0,32.5,40.0,其他,False
605166,聚合顺,39.2,38.1,52.5,5.0,37.5,60.0,其他,False
002580,圣阳股份,39.2,39.9,46.5,40.0,32.5,20.0,其他,False
000795,英洛华,39.2,29.5,46.5,30.0,40.0,48.0,磁性材料,False
600081,东风科技,39.1,44.3,39.0,30.0,32.5,40.0,其他,False
603022,新通联,39.1,34.2,46.5,25.0,37.5,48.0,其他,False
002022,科华生物,39.1,33.3,34.5,40.0,40.0,48.0,其他,False
002255,海陆重工,39.1,25.2,34.5,55.0,32.5,48.0,其他,False
600276,恒瑞医药,39.1,18.1,41.5,60.0,37.5,36.0,其他,False
603118,共进股份,39.1,31.5,46.5,50.0,32.5,20.0,其他,False
002793,罗欣药业,39.1,12.5,45.5,75.0,25.0,28.0,其他,False
603817,海峡环保,39.1,23.3,38.5,60.0,32.5,36.0,其他,False
002335,科华数据,39.1,31.1,46.5,45.0,32.5,28.0,其他,False
002365,永安药业,39.1,19.7,34.5,70.0,32.5,36.0,其他,False
603506,南都物业,39.1,29.2,43.5,35.0,37.5,48.0,其他,False
603648,畅联股份,39.0,29.0,31.5,50.0,37.5,48.0,其他,False
000089,深圳机场,39.0,33.1,33.5,40.0,32.5,56.0,其他,False
002401,中远海科,39.0,26.0,46.5,35.0,37.5,48.0,其他,False
002615,哈尔斯,39.0,32.6,46.5,30.0,40.0,40.0,其他,False
000796,凯撒旅业,39.0,22.6,37.5,40.0,55.0,48.0,其他,False
000599,青岛双星,39.0,32.9,39.0,40.0,30.0,48.0,其他,False
603163,圣晖集成,39.0,30.4,55.5,35.0,40.0,20.0,其他,False
601366,利群股份,39.0,26.4,44.5,40.0,32.5,48.0,其他,False
000400,许继电气,38.9,30.4,55.5,20.0,32.5,48.0,其他,False
601326,秦港股份,38.9,31.7,34.5,40.0,32.5,56.0,其他,False
002155,湖南黄金,38.9,11.2,38.5,80.0,32.5,28.0,有色金属,False
600315,上海家化,38.9,21.1,33.5,65.0,37.5,36.0,其他,False
002566,益盛药业,38.9,36.1,34.5,40.0,32.5,48.0,其他,False
600229,城市传媒,38.9,32.3,34.5,40.0,40.0,48.0,其他,False
002640,跨境通,38.9,34.3,46.5,50.0,25.0,20.0,其他,False
603188,亚邦股份,38.9,26.6,34.5,65.0,32.5,28.0,其他,False
002074,国轩高科,38.9,19.4,41.5,60.0,32.5,36.0,其他,False
002262,恩华药业,38.8,28.5,33.5,50.0,32.5,48.0,其他,False
600640,国脉文化,38.8,22.5,46.5,50.0,40.0,28.0,其他,False
603358,华达科技,38.8,29.3,44.5,25.0,45.0,52.0,其他,False
603499,翔港科技,38.8,31.5,55.5,25.0,30.0,40.0,其他,False
002546,新联电子,38.8,22.1,34.5,65.0,32.5,36.0,其他,False
002742,三圣股份,38.8,31.0,53.5,35.0,32.5,28.0,其他,False
003009,中天火箭,38.8,16.8,41.5,65.0,37.5,28.0,其他,False
600191,华资实业,38.8,28.4,40.5,35.0,65.0,28.0,其他,False
601933,永辉超市,38.8,19.7,38.5,60.0,37.5,36.0,其他,False
002086,东方海洋,38.8,26.2,41.5,40.0,37.5,48.0,其他,False
603877,太平鸟,38.8,20.3,38.5,50.0,40.0,48.0,其他,False
603967,中创物流,38.8,34.7,46.5,35.0,30.0,36.0,其他,False
600267,海正药业,38.8,29.9,46.5,40.0,32.5,36.0,其他,False
600288,大恒科技,38.8,23.9,34.5,55.0,32.5,48.0,其他,False
000702,正虹科技,38.7,27.1,46.5,35.0,32.5,48.0,其他,False
600622,光大嘉宝,38.7,32.2,34.5,45.0,30.0,48.0,其他,False
603356,华菱精工,38.7,46.1,46.5,5.0,50.0,40.0,其他,False
000878,云南铜业,38.7,22.2,34.5,65.0,40.0,28.0,其他,False
002763,汇洁股份,38.7,37.5,46.5,40.0,32.5,20.0,其他,False
000063,中兴通讯,38.7,35.2,46.5,25.0,40.0,40.0,其他,False
600006,东风股份,38.7,31.1,46.5,30.0,32.5,48.0,其他,False
603153,上海建科,38.7,22.3,33.5,70.0,25.0,36.0,其他,False
600536,中国软件,38.7,35.0,46.5,35.0,37.5,28.0,其他,False
002349,精华制药,38.6,30.8,34.5,45.0,32.5,48.0,其他,False
600232,金鹰股份,38.6,17.5,46.5,60.0,32.5,28.0,其他,False
603400,华之杰,38.6,48.9,39.0,30.0,40.0,20.0,其他,False
000800,一汽解放,38.6,22.3,33.5,65.0,32.5,36.0,其他,False
600587,新华医疗,38.6,28.3,44.5,10.0,65.0,56.0,其他,False
600633,浙数文化,38.6,29.6,53.5,35.0,25.0,36.0,其他,False
002404,嘉欣丝绸,38.6,21.8,43.5,45.0,32.5,48.0,其他,False
600506,统一股份,38.6,11.8,36.0,80.0,42.5,20.0,其他,False
603312,西典新能,38.6,27.3,51.5,5.0,65.0,52.0,其他,False
002010,传化智联,38.6,24.0,41.5,40.0,40.0,48.0,其他,False
000166,申万宏源,38.6,26.3,31.5,50.0,40.0,48.0,其他,False
002061,浙江交科,38.6,30.5,38.5,35.0,32.5,56.0,其他,False
600132,重庆啤酒,38.6,30.3,31.5,45.0,40.0,48.0,其他,False
601579,会稽山,38.6,21.2,46.5,60.0,25.0,28.0,其他,False
000547,航天发展,38.6,13.5,46.5,65.0,32.5,28.0,其他,False
000619,海螺新材,38.6,36.5,34.5,25.0,40.0,60.0,其他,False
002001,新 和 成,38.5,30.0,38.5,50.0,30.0,36.0,其他,False
600807,济高发展,38.5,32.6,44.5,25.0,40.0,48.0,其他,False
600873,梅花生物,38.5,30.9,61.5,5.0,40.0,48.0,其他,False
603799,华友钴业,38.5,19.4,37.5,70.0,30.0,28.0,有色金属、新能源汽车,False
600258,首旅酒店,38.5,18.0,33.5,70.0,32.5,36.0,其他,False
000895,双汇发展,38.5,25.7,33.5,60.0,32.5,36.0,其他,False
002059,云南旅游,38.5,20.3,36.5,60.0,37.5,36.0,其他,False
002204,大连重工,38.5,23.3,41.5,45.0,32.5,48.0,其他,False
601577,长沙银行,38.5,31.2,33.5,40.0,32.5,56.0,其他,False
000544,中原环保,38.4,33.7,34.5,35.0,32.5,56.0,其他,False
002042,华孚时尚,38.4,44.3,52.5,5.0,47.5,32.0,其他,False
002091,江苏国泰,38.4,33.7,46.5,20.0,40.0,48.0,其他,False
603178,圣龙股份,38.4,28.4,58.5,35.0,32.5,20.0,其他,False
601860,紫金银行,38.4,30.6,33.5,40.0,32.5,56.0,其他,False
601868,中国能建,38.4,47.8,46.5,20.0,32.5,28.0,其他,False
002129,TCL中环,38.4,37.2,39.0,35.0,32.5,40.0,其他,False
000712,锦龙股份,38.4,16.8,39.0,65.0,40.0,28.0,其他,False
002328,新朋股份,38.4,44.3,46.5,5.0,65.0,28.0,其他,False
002351,漫步者,38.4,29.0,46.5,15.0,45.0,60.0,其他,False
603888,新华网,38.4,22.0,34.5,55.0,32.5,48.0,其他,False
603237,五芳斋,38.4,31.7,49.5,10.0,55.0,48.0,其他,False
000739,普洛药业,38.4,32.9,46.5,30.0,47.5,28.0,其他,False
000949,新乡化纤,38.4,24.8,46.5,55.0,32.5,20.0,其他,False
002310,东方新能,38.3,39.5,46.5,40.0,25.0,20.0,其他,False
600761,安徽合力,38.3,28.0,46.5,45.0,32.5,28.0,其他,False
601877,正泰电器,38.3,23.3,34.5,60.0,42.5,28.0,其他,False
603980,吉华集团,38.3,14.0,34.5,60.0,40.0,48.0,其他,False
603323,苏农银行,38.3,31.6,33.5,40.0,30.0,56.0,其他,False
002616,长青集团,38.3,34.9,34.5,35.0,37.5,48.0,其他,False
605118,力鼎光电,38.3,18.8,43.5,65.0,25.0,28.0,其他,False
002594,比亚迪,38.3,38.3,41.5,5.0,65.0,48.0,新能源汽车,False
603755,日辰股份,38.3,26.1,31.5,50.0,37.5,48.0,其他,False
601127,赛力斯,38.3,21.5,40.5,40.0,57.5,36.0,其他,False
000537,绿发电力,38.3,43.4,46.5,30.0,25.0,28.0,其他,False
600011,华能国际,38.3,46.4,39.0,5.0,40.0,60.0,其他,False
002888,惠威科技,38.3,34.7,67.5,10.0,40.0,20.0,其他,False
603339,四方科技,38.2,34.6,56.5,10.0,32.5,48.0,其他,False
600405,动力源,38.2,27.3,44.5,30.0,40.0,48.0,其他,False
002434,万里扬,38.2,28.3,55.5,5.0,42.5,60.0,其他,False
600391,航发科技,38.2,35.7,55.5,5.0,57.5,32.0,其他,False
002274,华昌化工,38.2,34.5,31.5,50.0,32.5,36.0,其他,False
002041,登海种业,38.2,13.2,33.5,70.0,40.0,36.0,其他,False
002078,太阳纸业,38.2,20.8,41.5,50.0,40.0,36.0,其他,False
603111,康尼机电,38.2,29.0,38.5,40.0,32.5,48.0,其他,False
601968,宝钢包装,38.2,20.8,41.5,50.0,40.0,36.0,其他,False
601336,新华保险,38.2,22.8,38.5,45.0,37.5,48.0,其他,False
600976,健民集团,38.2,35.4,40.5,20.0,47.5,48.0,其他,False
002027,分众传媒,38.1,11.7,33.5,70.0,42.5,36.0,其他,False
002970,锐明技术,38.1,40.8,46.5,30.0,37.5,20.0,其他,False
600166,福田汽车,38.1,22.6,50.5,50.0,25.0,28.0,其他,False
000628,高新发展,38.1,34.7,46.5,35.0,32.5,28.0,其他,False
603280,南方路机,38.1,12.8,33.5,70.0,40.0,36.0,其他,False
002230,科大讯飞,38.1,29.6,34.5,30.0,55.0,48.0,其他,False
002761,浙江建投,38.1,27.6,53.5,30.0,32.5,36.0,其他,False
002377,国创高新,38.1,26.5,31.5,65.0,32.5,28.0,其他,False
601225,陕西煤业,38.1,32.6,49.5,10.0,50.0,48.0,其他,False
600322,津投城开,38.1,36.3,46.5,35.0,30.0,28.0,其他,False
600039,四川路桥,38.1,23.6,61.5,5.0,65.0,36.0,其他,False
603496,恒为科技,38.1,13.0,46.5,60.0,37.5,28.0,其他,False
600930,华电新能,38.1,40.2,34.5,30.0,32.5,48.0,其他,False
600908,无锡银行,38.1,29.2,33.5,40.0,32.5,56.0,其他,False
000868,安凯客车,38.1,21.8,31.5,50.0,45.0,48.0,其他,False
603516,淳中科技,38.1,14.2,52.5,50.0,47.5,20.0,其他,False
601086,国芳集团,38.0,18.8,46.5,55.0,32.5,28.0,其他,False
002069,獐子岛,38.0,23.8,31.5,50.0,40.0,48.0,其他,False
600398,海澜之家,38.0,26.7,38.5,45.0,40.0,36.0,其他,False
003016,欣贺股份,38.0,23.1,26.5,65.0,40.0,36.0,其他,False
601881,中国银河,38.0,28.1,34.5,45.0,32.5,48.0,其他,False
605369,拱东医疗,38.0,42.3,46.5,25.0,32.5,28.0,其他,False
000950,重药控股,38.0,35.7,39.0,35.0,32.5,40.0,其他,False
001368,通达创智,38.0,26.4,38.5,50.0,32.5,36.0,其他,False
601825,沪农商行,38.0,32.1,34.5,40.0,32.5,48.0,其他,False
600163,中闽能源,38.0,40.1,46.5,20.0,32.5,40.0,其他,False
603089,正裕工业,37.9,21.7,44.5,20.0,65.0,48.0,其他,False
600033,福建高速,37.9,33.3,31.5,30.0,30.0,68.0,其他,False
600036,招商银行,37.9,29.6,33.5,40.0,30.0,56.0,其他,False
002531,天顺风能,37.9,38.3,46.5,25.0,40.0,28.0,其他,False
002593,日上集团,37.9,23.2,31.5,50.0,40.0,48.0,其他,False
603739,蔚蓝生物,37.8,16.0,34.5,65.0,45.0,28.0,其他,False
601188,龙江交通,37.8,32.7,34.5,30.0,32.5,60.0,其他,False
603169,兰石重装,37.8,14.3,55.5,35.0,32.5,48.0,其他,False
000893,亚钾国际,37.8,14.3,38.5,70.0,32.5,28.0,其他,False
600955,维远股份,37.8,19.1,45.5,55.0,32.5,28.0,其他,False
600867,通化东宝,37.8,19.2,38.5,60.0,30.0,36.0,其他,False
002081,金 螳 螂,37.8,61.4,46.5,5.0,32.5,20.0,其他,False
002909,集泰股份,37.8,33.2,55.5,10.0,42.5,40.0,其他,False
600858,银座股份,37.8,23.8,38.5,40.0,40.0,48.0,其他,False
600739,辽宁成大,37.7,30.6,38.5,35.0,32.5,48.0,其他,False
605599,菜百股份,37.7,6.9,33.5,80.0,32.5,36.0,其他,False
002946,新乳业,37.7,26.2,33.5,55.0,32.5,36.0,其他,False
002930,宏川智慧,37.7,41.3,46.5,30.0,32.5,20.0,其他,False
601858,中国科传,37.7,53.0,46.5,15.0,32.5,20.0,其他,False
000423,东阿阿胶,37.7,23.9,33.5,50.0,32.5,48.0,其他,False
000803,山高环能,37.7,29.3,46.5,40.0,32.5,28.0,其他,False
600475,华光环能,37.7,38.0,51.5,10.0,40.0,40.0,其他,False
000709,河钢股份,37.6,31.3,41.5,30.0,32.5,48.0,其他,False
605198,安德利,37.6,60.0,46.5,10.0,25.0,20.0,其他,False
600095,湘财股份,37.6,26.9,43.5,5.0,65.0,60.0,其他,False
600689,上海三毛,37.6,26.1,40.5,35.0,37.5,48.0,其他,False
603858,步长制药,37.6,27.5,41.5,35.0,32.5,48.0,其他,False
605196,华通线缆,37.6,25.2,40.5,35.0,47.5,40.0,其他,False
002296,辉煌科技,37.6,22.2,46.5,35.0,32.5,48.0,其他,False
601228,广州港,37.6,31.0,41.5,25.0,32.5,56.0,其他,False
605008,长鸿高科,37.6,26.5,46.5,25.0,40.0,48.0,其他,False
002038,双鹭药业,37.6,22.6,41.5,50.0,40.0,28.0,其他,False
002265,建设工业,37.6,28.7,46.5,35.0,32.5,36.0,其他,False
002470,金正大,37.5,24.5,38.5,60.0,25.0,28.0,其他,False
002533,金杯电工,37.5,26.0,46.5,30.0,32.5,48.0,其他,False
002819,东方中科,37.5,33.8,46.5,20.0,32.5,48.0,其他,False
600101,明星电力,37.5,33.8,46.5,20.0,32.5,48.0,其他,False
603023,威帝股份,37.5,38.2,55.5,5.0,37.5,40.0,其他,False
002631,德尔未来,37.5,51.8,46.5,5.0,50.0,20.0,其他,False
001227,兰州银行,37.5,30.8,33.5,35.0,32.5,56.0,其他,False
001388,信通电子,37.4,25.9,55.5,10.0,32.5,60.0,其他,False
002367,康力电梯,37.4,25.0,43.5,25.0,47.5,48.0,其他,False
600100,同方股份,37.4,29.4,46.5,30.0,32.5,40.0,其他,False
601369,陕鼓动力,37.4,26.0,43.5,25.0,32.5,60.0,其他,False
603332,苏州龙杰,37.4,17.8,46.5,50.0,37.5,28.0,其他,False
603665,康隆达,37.4,36.1,55.5,10.0,32.5,40.0,其他,False
002332,仙琚制药,37.4,31.3,38.5,15.0,40.0,68.0,其他,False
002320,海峡股份,37.4,22.0,34.5,45.0,40.0,48.0,其他,False
600697,欧亚集团,37.4,29.6,34.5,40.0,32.5,48.0,其他,False
001299,美能能源,37.3,22.8,51.5,20.0,65.0,28.0,其他,False
600511,国药股份,37.3,30.0,33.5,35.0,32.5,56.0,其他,False
002573,清新环境,37.3,28.9,38.5,35.0,32.5,48.0,其他,False
002300,太阳电缆,37.3,23.3,46.5,50.0,25.0,28.0,其他,False
601319,中国人保,37.3,29.0,51.0,10.0,47.5,48.0,其他,False
603598,引力传媒,37.3,24.3,46.5,45.0,40.0,20.0,其他,False
002778,中晟高科,37.3,28.5,44.5,25.0,37.5,48.0,其他,False
000510,新金路,37.3,40.4,46.5,20.0,47.5,20.0,其他,False
002444,巨星科技,37.3,29.0,46.5,40.0,30.0,28.0,其他,False
600916,中国黄金,37.3,15.6,38.5,60.0,32.5,36.0,其他,False
600295,鄂尔多斯,37.2,20.7,33.5,55.0,40.0,36.0,其他,False
002248,华东数控,37.2,28.7,46.5,25.0,32.5,48.0,其他,False
600332,白云山,37.2,25.5,33.5,40.0,32.5,56.0,其他,False
603335,迪生力,37.2,33.7,46.5,25.0,30.0,40.0,其他,False
601607,上海医药,37.2,33.3,31.5,20.0,40.0,68.0,其他,False
002379,宏桥控股,37.2,9.1,33.5,75.0,40.0,28.0,铜、有色金属、工业金属,False
002271,东方雨虹,37.2,19.5,34.5,65.0,32.5,28.0,其他,False
002197,证通电子,37.2,19.7,34.5,65.0,32.5,28.0,其他,False
600217,中再资环,37.2,28.7,41.5,5.0,75.0,48.0,其他,False
000554,泰山石油,37.2,27.1,34.5,50.0,32.5,36.0,其他,False
001382,新亚电缆,37.2,35.6,39.0,30.0,25.0,48.0,其他,False
600854,春兰股份,37.2,27.0,46.5,40.0,32.5,28.0,其他,False
600027,华电国际,37.1,43.6,46.5,5.0,32.5,48.0,其他,False
603165,荣晟环保,37.1,47.6,46.5,20.0,30.0,20.0,其他,False
600390,五矿资本,37.1,24.7,38.5,35.0,40.0,48.0,其他,False
600814,杭州解百,37.1,24.0,38.5,35.0,32.5,56.0,其他,False
600521,华海药业,37.1,33.4,46.5,15.0,37.5,48.0,其他,False
000534,万泽股份,37.1,28.2,41.5,50.0,32.5,20.0,其他,False
601990,南京证券,37.1,27.3,38.5,25.0,42.5,56.0,其他,False
000099,中信海直,37.1,21.8,38.5,40.0,37.5,48.0,其他,False
000557,西部创业,37.1,27.3,38.5,30.0,42.5,48.0,其他,False
003816,中国广核,37.1,39.9,46.5,10.0,32.5,48.0,其他,False
002673,西部证券,37.1,29.2,41.5,30.0,32.5,48.0,其他,False
600704,物产中大,37.0,27.8,34.5,35.0,32.5,56.0,其他,False
600004,白云机场,37.0,28.4,41.5,25.0,32.5,56.0,其他,False
002340,格林美,37.0,29.9,50.5,35.0,25.0,28.0,有色金属、金属新材料,False
603007,顺景科技,37.0,31.0,46.5,35.0,40.0,20.0,其他,False
000977,浪潮信息,37.0,34.5,46.5,35.0,32.5,20.0,其他,False
600149,廊坊发展,37.0,26.8,34.5,55.0,32.5,28.0,其他,False
002800,天顺股份,37.0,28.5,55.5,5.0,40.0,52.0,其他,False
002258,利尔化学,37.0,17.0,61.0,25.0,37.5,36.0,其他,False
600736,苏州高新,37.0,31.0,53.5,35.0,25.0,20.0,其他,False
002112,三变科技,37.0,14.5,46.5,55.0,32.5,28.0,其他,False
600993,马应龙,37.0,26.8,31.5,45.0,32.5,48.0,其他,False
601888,中国中免,37.0,11.9,33.5,65.0,40.0,36.0,其他,False
603291,联合水务,36.9,21.3,46.5,40.0,42.5,28.0,其他,False
002430,杭氧股份,36.9,17.8,50.5,50.0,25.0,28.0,其他,False
603231,索宝蛋白,36.9,28.2,41.5,30.0,32.5,48.0,其他,False
601026,道生天合,36.9,32.2,34.5,20.0,55.0,48.0,其他,False
603235,天新药业,36.9,27.6,38.5,25.0,40.0,56.0,其他,False
600956,新天绿能,36.9,43.2,46.5,10.0,32.5,40.0,其他,False
002446,盛路通信,36.9,36.1,46.5,10.0,47.5,40.0,其他,False
600868,梅雁吉祥,36.9,23.7,34.5,50.0,32.5,40.0,其他,False
002148,北纬科技,36.9,18.6,34.5,55.0,40.0,36.0,其他,False
000839,国安股份,36.9,25.7,39.0,50.0,32.5,28.0,其他,False
600218,全柴动力,36.9,20.0,34.5,45.0,40.0,48.0,其他,False
002064,华峰化学,36.9,17.9,46.5,50.0,32.5,28.0,其他,False
002519,银河电子,36.9,11.5,41.5,65.0,32.5,28.0,其他,False
000869,张 裕Ａ,36.9,31.8,23.0,30.0,42.5,68.0,其他,False
603366,日出东方,36.9,10.4,41.5,55.0,42.5,36.0,其他,False
000637,茂化实华,36.9,26.9,31.5,40.0,40.0,48.0,其他,False
002026,山东威达,36.9,29.5,34.5,25.0,40.0,60.0,其他,False
002251,步步高,36.8,15.2,33.5,60.0,40.0,36.0,其他,False
600824,益民集团,36.8,30.2,31.5,40.0,32.5,48.0,其他,False
600809,山西汾酒,36.8,23.9,41.5,40.0,37.5,36.0,其他,False
002562,兄弟科技,36.8,19.4,34.5,50.0,32.5,48.0,其他,False
002392,北京利尔,36.8,41.6,46.5,25.0,32.5,20.0,其他,False
603225,新凤鸣,36.8,24.7,31.5,60.0,32.5,28.0,其他,False
000538,云南白药,36.8,24.0,33.5,40.0,32.5,56.0,其他,False
600738,丽尚国潮,36.8,23.2,38.5,35.0,40.0,48.0,其他,False
600875,东方电气,36.8,25.7,46.5,40.0,32.5,28.0,其他,False
603117,万林物流,36.8,38.9,55.5,5.0,30.0,40.0,其他,False
600268,国电南自,36.8,25.4,46.5,40.0,32.5,28.0,其他,False
000055,方大集团,36.8,40.1,46.5,5.0,37.5,48.0,其他,False
603016,新宏泰,36.8,42.5,53.5,10.0,40.0,20.0,其他,False
002942,新农股份,36.8,21.6,27.5,50.0,42.5,48.0,其他,False
605300,佳禾食品,36.7,22.9,38.5,35.0,40.0,48.0,其他,False
002108,沧州明珠,36.7,25.5,46.5,45.0,32.5,20.0,其他,False
601117,中国化学,36.7,26.6,38.5,35.0,32.5,48.0,其他,False
600935,华塑股份,36.7,23.6,41.5,35.0,32.5,48.0,其他,False
603709,中源家居,36.7,28.2,43.5,40.0,32.5,28.0,其他,False
600848,上海临港,36.7,23.8,50.5,15.0,32.5,60.0,其他,False
001316,润贝航科,36.7,5.9,46.5,65.0,40.0,20.0,其他,False
600929,雪天盐业,36.7,19.3,53.5,40.0,30.0,28.0,其他,False
603135,中重科技,36.7,24.9,46.5,40.0,32.5,28.0,其他,False
002799,环球印务,36.7,25.6,34.5,35.0,42.5,48.0,其他,False
002555,三七互娱,36.7,14.9,38.5,55.0,37.5,36.0,其他,False
001369,双欣材料,36.7,32.0,34.5,30.0,37.5,48.0,其他,False
000862,银星能源,36.7,33.0,46.5,30.0,32.5,28.0,其他,False
603396,金辰股份,36.7,26.3,46.5,25.0,32.5,48.0,其他,False
000652,泰达股份,36.7,20.7,50.5,35.0,32.5,36.0,其他,False
600561,江西长运,36.7,28.0,46.5,20.0,37.5,48.0,其他,False
600375,汉马科技,36.7,10.8,33.5,65.0,40.0,36.0,其他,False
002337,赛象科技,36.6,22.6,38.5,35.0,40.0,48.0,其他,False
603558,健盛集团,36.6,20.5,46.5,50.0,25.0,28.0,其他,False
002971,和远气体,36.6,32.9,46.5,30.0,40.0,20.0,其他,False
603365,水星家纺,36.6,21.4,45.5,50.0,25.0,28.0,其他,False
603137,恒尚节能,36.6,34.9,44.5,5.0,37.5,60.0,其他,False
000993,闽东电力,36.6,43.2,55.5,5.0,32.5,28.0,其他,False
603983,丸美生物,36.6,24.3,41.5,35.0,30.0,48.0,其他,False
001328,登康口腔,36.6,9.0,33.5,65.0,42.5,36.0,其他,False
600076,康欣新材,36.6,47.1,55.5,5.0,32.5,20.0,其他,False
600439,瑞贝卡,36.6,31.8,34.5,30.0,37.5,48.0,其他,False
000720,新能泰山,36.6,40.4,46.5,25.0,32.5,20.0,其他,False
002991,甘源食品,36.5,21.0,33.5,60.0,25.0,36.0,其他,False
600845,宝信软件,36.5,25.1,46.5,25.0,42.5,40.0,其他,False
603788,宁波高发,36.5,29.0,46.5,25.0,25.0,48.0,其他,False
601698,中国卫通,36.5,21.1,53.5,35.0,32.5,28.0,其他,False
603123,翠微股份,36.5,24.2,41.5,30.0,37.5,48.0,其他,False
603043,广州酒家,36.5,22.1,36.5,45.0,32.5,44.0,其他,False
603883,老百姓,36.5,17.6,33.5,55.0,40.0,36.0,其他,False
002958,青农商行,36.5,30.5,33.5,30.0,32.5,56.0,其他,False
600066,宇通客车,36.5,29.2,53.5,10.0,47.5,36.0,其他,False
002057,中钢天源,36.4,25.3,34.5,40.0,32.5,48.0,磁性材料、金属新材料,False
000516,国际医学,36.4,29.2,34.5,35.0,32.5,48.0,其他,False
002677,浙江美大,36.4,36.3,46.5,10.0,42.5,40.0,其他,False
002734,利民股份,36.4,22.8,31.5,55.0,32.5,36.0,其他,False
002757,南兴股份,36.4,55.5,46.5,5.0,32.5,20.0,其他,False
002675,东诚药业,36.4,26.6,30.5,45.0,30.0,48.0,其他,False
601985,中国核电,36.4,34.6,46.5,10.0,37.5,48.0,其他,False
002188,中天服务,36.4,29.7,43.5,25.0,37.5,40.0,其他,False
002212,天融信,36.4,29.4,34.5,15.0,65.0,48.0,其他,False
603102,百合股份,36.4,29.5,34.5,35.0,32.5,48.0,其他,False
002294,信立泰,36.4,10.3,33.5,60.0,55.0,28.0,其他,False
600797,浙大网新,36.4,18.7,34.5,50.0,30.0,48.0,其他,False
600801,华新建材,36.4,13.1,33.5,65.0,32.5,36.0,其他,False
600825,新华传媒,36.4,21.3,38.5,40.0,32.5,48.0,其他,False
600251,冠农股份,36.4,18.3,45.5,50.0,30.0,28.0,其他,False
600056,中国医药,36.3,29.4,41.5,20.0,32.5,56.0,其他,False
600469,风神股份,36.3,16.5,41.5,50.0,32.5,36.0,其他,False
600740,山西焦化,36.3,23.3,41.5,35.0,42.5,36.0,其他,False
002181,粤 传 媒,36.3,39.2,46.5,25.0,32.5,20.0,其他,False
000890,法尔胜,36.3,36.5,49.5,25.0,32.5,20.0,其他,False
001360,南矿集团,36.3,25.8,34.5,35.0,47.5,40.0,其他,False
600819,耀皮玻璃,36.3,32.0,55.5,5.0,40.0,40.0,其他,False
603912,佳力图,36.3,39.1,46.5,20.0,32.5,28.0,其他,False
003023,彩虹集团,36.3,33.2,46.5,30.0,37.5,20.0,其他,False
603698,航天工程,36.3,23.3,46.5,50.0,25.0,20.0,其他,False
002110,三钢闽光,36.2,19.5,44.5,20.0,55.0,48.0,其他,False
603708,家家悦,36.2,17.8,33.5,55.0,37.5,36.0,其他,False
002559,亚威股份,36.2,40.4,46.5,10.0,32.5,40.0,激光设备,False
600981,苏豪汇鸿,36.2,15.0,38.5,55.0,32.5,36.0,其他,False
000422,湖北宜化,36.2,20.0,33.5,55.0,32.5,36.0,其他,False
600533,栖霞建设,36.2,29.1,34.5,35.0,40.0,40.0,其他,False
603656,泰禾智能,36.2,21.0,38.5,35.0,40.0,48.0,其他,False
605268,王力安防,36.2,22.6,38.5,50.0,25.0,36.0,其他,False
001255,博菲电气,36.2,21.0,34.5,40.0,40.0,48.0,其他,False
000876,新 希 望,36.1,27.5,38.5,25.0,32.5,56.0,其他,False
