代码,名称,综合评分,动量分,技术分,基本面分,量能分,风险分,板块,已持仓
600602,云赛智联,36.1,22.4,46.5,40.0,32.5,28.0,其他,False
600259,中稀有色,36.1,19.1,46.5,50.0,32.5,20.0,有色金属、金属新材料,False
002481,双塔食品,36.1,20.7,33.5,55.0,30.0,36.0,其他,False
002162,悦心健康,36.1,14.8,38.5,55.0,32.5,36.0,其他,False
603096,新经典,36.1,29.1,46.5,15.0,37.5,48.0,其他,False
001356,富岭股份,36.1,23.9,46.5,25.0,32.5,48.0,其他,False
002043,兔 宝 宝,36.1,12.5,46.5,50.0,37.5,28.0,其他,False
002298,中电鑫龙,36.1,36.9,55.5,10.0,32.5,28.0,其他,False
000990,诚志股份,36.1,31.0,45.5,35.0,25.0,28.0,其他,False
002792,通宇通讯,36.1,32.4,46.5,25.0,32.5,32.0,其他,False
002807,江阴银行,36.1,31.8,22.5,40.0,32.5,56.0,其他,False
600309,万华化学,36.1,20.0,33.5,50.0,40.0,36.0,其他,False
001396,誉帆科技,36.1,26.5,46.5,35.0,32.5,28.0,其他,False
000031,大悦城,36.1,12.8,34.5,65.0,37.5,28.0,其他,False
002114,罗平锌电,36.0,26.5,34.5,50.0,32.5,28.0,有色金属、工业金属,False
600223,福瑞达,36.0,24.4,41.5,30.0,32.5,48.0,其他,False
603421,鼎信通讯,36.0,29.2,34.5,40.0,30.0,40.0,其他,False
605100,XR华丰股,36.0,9.7,51.0,45.0,50.0,20.0,其他,False
600893,航发动力,36.0,20.1,34.5,55.0,37.5,28.0,其他,False
603818,曲美家居,36.0,31.5,46.5,10.0,40.0,48.0,其他,False
603797,联泰环保,36.0,29.3,34.5,30.0,37.5,48.0,其他,False
002182,宝武镁业,36.0,28.0,34.5,20.0,65.0,40.0,其他,False
002413,雷科防务,36.0,7.4,41.5,65.0,32.5,28.0,其他,False
002440,闰土股份,36.0,8.5,36.5,70.0,32.5,28.0,其他,False
003006,百亚股份,36.0,13.1,33.5,60.0,37.5,36.0,其他,False
002955,鸿合科技,35.9,27.1,34.5,35.0,32.5,48.0,其他,False
600117,西宁特钢,35.9,24.6,41.5,25.0,40.0,48.0,其他,False
000561,烽火电子,35.9,19.5,34.5,40.0,40.0,48.0,其他,False
601801,皖新传媒,35.9,20.7,33.5,40.0,40.0,48.0,其他,False
603758,秦安股份,35.9,23.4,39.0,35.0,40.0,40.0,其他,False
603657,春光科技,35.9,37.9,46.5,20.0,40.0,20.0,其他,False
000035,中国天楹,35.9,25.7,38.5,40.0,32.5,36.0,其他,False
603367,辰欣药业,35.9,19.4,38.5,45.0,37.5,36.0,其他,False
001238,浙江正特,35.9,22.8,33.5,50.0,32.5,36.0,其他,False
002868,绿康生化,35.8,13.6,34.5,55.0,57.5,20.0,其他,False
605033,美邦股份,35.8,18.2,31.5,50.0,32.5,48.0,其他,False
002451,摩恩电气,35.8,21.1,46.5,35.0,32.5,36.0,其他,False
600088,中视传媒,35.8,29.7,46.5,30.0,40.0,20.0,其他,False
002345,潮宏基,35.8,6.7,33.5,75.0,32.5,28.0,其他,False
001260,坤泰股份,35.8,31.9,46.5,10.0,37.5,48.0,其他,False
002153,石基信息,35.8,13.8,38.5,60.0,32.5,28.0,其他,False
603863,松炀资源,35.8,27.1,34.5,45.0,37.5,28.0,其他,False
603035,常熟汽饰,35.8,22.0,38.5,30.0,42.5,48.0,其他,False
002626,金达威,35.7,24.9,55.5,10.0,32.5,48.0,其他,False
600623,华谊集团,35.7,25.8,31.5,50.0,37.5,28.0,其他,False
603073,彩蝶实业,35.7,25.6,43.5,25.0,40.0,40.0,其他,False
002690,美亚光电,35.7,22.3,41.5,30.0,47.5,36.0,其他,False
002989,中天精装,35.7,53.6,39.0,5.0,32.5,32.0,其他,False
001914,招商积余,35.7,26.3,34.5,35.0,32.5,48.0,其他,False
600821,金开新能,35.7,44.7,34.5,15.0,57.5,20.0,其他,False
002456,欧菲光,35.7,31.9,34.5,5.0,70.0,48.0,其他,False
600490,鹏欣资源,35.7,21.0,34.5,55.0,32.5,28.0,其他,False
000603,盛达资源,35.7,6.1,41.5,65.0,32.5,28.0,有色金属,False
002053,云南能投,35.7,34.2,46.5,15.0,32.5,40.0,其他,False
003039,顺控发展,35.7,14.2,38.5,55.0,30.0,36.0,其他,False
001280,中国铀业,35.6,20.6,34.5,50.0,32.5,36.0,其他,False
000546,金圆股份,35.6,25.1,53.5,35.0,25.0,20.0,其他,False
600023,浙能电力,35.6,44.3,46.5,5.0,40.0,28.0,其他,False
002307,北新路桥,35.6,22.4,30.5,40.0,40.0,48.0,其他,False
600882,妙可蓝多,35.6,17.6,41.5,40.0,40.0,36.0,其他,False
001282,三联锻造,35.6,33.6,34.5,25.0,32.5,48.0,其他,False
002827,高争民爆,35.6,26.0,34.5,35.0,32.5,48.0,其他,False
603077,和邦生物,35.6,24.2,38.5,40.0,32.5,36.0,其他,False
603616,韩建河山,35.6,33.1,51.5,10.0,40.0,32.0,其他,False
603199,九华旅游,35.6,18.5,31.5,50.0,42.5,36.0,其他,False
603033,三维股份,35.6,29.7,46.5,20.0,32.5,40.0,其他,False
000425,徐工机械,35.6,22.0,34.5,55.0,30.0,28.0,其他,False
603107,上海汽配,35.6,32.7,34.5,10.0,37.5,68.0,其他,False
002187,广百股份,35.6,19.6,38.5,35.0,37.5,48.0,其他,False
603903,中持股份,35.5,24.1,39.0,45.0,40.0,20.0,其他,False
603889,DR新澳股,35.5,12.6,38.5,50.0,40.0,36.0,其他,False
000905,厦门港务,35.5,16.1,34.5,55.0,32.5,36.0,其他,False
601568,北元化工,35.5,27.1,53.5,5.0,25.0,60.0,其他,False
600512,腾达建设,35.5,27.1,44.5,25.0,25.0,48.0,其他,False
603900,莱绅通灵,35.5,19.8,38.5,45.0,32.5,36.0,其他,False
002574,明牌珠宝,35.5,25.1,31.5,35.0,40.0,48.0,其他,False
002774,快意电梯,35.5,41.0,46.5,5.0,32.5,40.0,其他,False
600118,中国卫星,35.5,22.4,53.5,35.0,30.0,20.0,其他,False
600210,紫江企业,35.5,28.4,27.5,35.0,32.5,56.0,其他,False
000829,天音控股,35.5,11.0,45.5,50.0,37.5,28.0,其他,False
600779,水井坊,35.5,25.4,41.5,20.0,42.5,48.0,白酒,False
605298,必得科技,35.5,43.2,46.5,15.0,25.0,28.0,其他,False
600771,广誉远,35.4,13.0,33.5,55.0,40.0,36.0,其他,False
600815,厦工股份,35.4,21.7,53.5,35.0,30.0,20.0,其他,False
603368,柳药集团,35.4,28.8,38.5,20.0,32.5,56.0,其他,False
000799,酒鬼酒,35.4,18.9,34.5,35.0,45.0,48.0,其他,False
600939,重庆建工,35.4,26.2,34.5,35.0,30.0,48.0,其他,False
002662,峰璟股份,35.4,25.6,52.5,10.0,47.5,36.0,其他,False
600651,飞乐音响,35.4,29.8,39.0,20.0,37.5,48.0,其他,False
600348,华阳股份,35.4,25.5,53.5,15.0,37.5,36.0,其他,False
600998,九州通,35.4,25.0,36.5,35.0,32.5,44.0,其他,False
601226,华电科工,35.4,12.8,41.5,50.0,32.5,36.0,其他,False
000819,岳阳兴长,35.4,25.6,46.5,20.0,40.0,40.0,其他,False
002772,众兴菌业,35.4,8.7,33.5,65.0,32.5,36.0,其他,False
002716,湖南白银,35.4,5.1,41.5,65.0,32.5,28.0,有色金属、工业金属,False
000738,航发控制,35.4,21.3,46.5,25.0,40.0,40.0,其他,False
603696,安记食品,35.4,13.9,33.5,60.0,30.0,36.0,其他,False
002646,天佑德酒,35.4,31.9,34.5,20.0,42.5,48.0,其他,False
605577,龙版传媒,35.4,15.5,38.5,50.0,32.5,36.0,其他,False
002458,益生股份,35.4,7.4,43.5,65.0,32.5,20.0,其他,False
002291,遥望科技,35.3,24.3,46.5,20.0,32.5,48.0,其他,False
002117,东港股份,35.3,28.7,34.5,25.0,40.0,48.0,其他,False
000987,越秀资本,35.3,24.3,33.5,40.0,40.0,36.0,其他,False
000586,汇源通信,35.3,32.5,46.5,30.0,30.0,20.0,其他,False
600383,金地集团,35.3,27.9,41.5,35.0,32.5,28.0,其他,False
002511,中顺洁柔,35.3,16.2,33.5,55.0,32.5,36.0,其他,False
601728,中国电信,35.3,34.5,51.0,10.0,40.0,28.0,其他,False
000555,神州信息,35.3,21.8,34.5,20.0,85.0,28.0,其他,False
600775,南京熊猫,35.3,12.9,34.5,65.0,30.0,28.0,其他,False
600354,敦煌种业,35.3,19.3,38.5,45.0,32.5,36.0,其他,False
601969,海南矿业,35.2,16.1,33.5,60.0,32.5,28.0,其他,False
600426,华鲁恒升,35.2,8.1,33.5,55.0,57.5,28.0,其他,False
001376,百通能源,35.2,21.1,34.5,25.0,77.5,28.0,其他,False
002235,安妮股份,35.2,36.3,46.5,20.0,37.5,20.0,其他,False
600728,佳都科技,35.2,17.6,34.5,45.0,30.0,48.0,其他,False
603408,建霖家居,35.2,20.4,38.5,30.0,40.0,48.0,其他,False
002369,卓翼科技,35.2,27.4,34.5,25.0,42.5,48.0,其他,False
002017,东信和平,35.1,22.7,34.5,40.0,40.0,36.0,其他,False
601668,中国建筑,35.1,32.7,38.5,5.0,32.5,68.0,其他,False
603811,诚意药业,35.1,27.4,38.5,35.0,30.0,36.0,其他,False
600435,北方导航,35.1,10.5,38.5,55.0,32.5,36.0,其他,False
600724,宁波富达,35.1,27.6,46.5,25.0,37.5,28.0,其他,False
000965,天保基建,35.1,26.7,31.5,35.0,32.5,48.0,其他,False
600016,民生银行,35.1,28.6,33.5,25.0,32.5,56.0,其他,False
601388,怡球资源,35.1,19.6,38.5,50.0,30.0,28.0,有色金属、工业金属,False
603939,益丰药房,35.1,18.8,34.5,50.0,40.0,28.0,其他,False
600151,航天机电,35.0,35.0,51.0,5.0,40.0,32.0,其他,False
000090,天健集团,35.0,20.1,41.5,30.0,32.5,48.0,其他,False
002083,孚日股份,35.0,21.1,27.5,55.0,32.5,36.0,其他,False
603128,华贸物流,35.0,31.1,34.5,20.0,32.5,56.0,其他,False
600639,浦东金桥,35.0,25.1,38.5,35.0,25.0,44.0,其他,False
605277,新亚电子,35.0,29.0,34.5,25.0,37.5,48.0,其他,False
600720,中交设计,35.0,20.4,33.5,35.0,32.5,56.0,其他,False
001207,联科科技,35.0,26.6,55.5,5.0,40.0,40.0,其他,False
603630,拉芳家化,35.0,11.0,33.5,60.0,32.5,36.0,其他,False
600168,武汉控股,35.0,26.3,31.5,35.0,32.5,48.0,其他,False
600547,山东黄金,35.0,6.7,38.5,60.0,40.0,28.0,其他,False
600505,西昌电力,34.9,22.9,34.5,35.0,32.5,48.0,其他,False
002362,汉王科技,34.9,24.7,34.5,30.0,37.5,48.0,其他,False
002560,通达股份,34.9,9.9,50.5,50.0,32.5,20.0,其他,False
600621,华鑫股份,34.9,29.1,41.5,20.0,30.0,48.0,其他,False
002160,常铝股份,34.9,28.5,40.5,5.0,57.5,48.0,其他,False
002767,先锋电子,34.9,16.6,38.5,35.0,37.5,48.0,其他,False
603168,莎普爱思,34.9,20.8,31.5,45.0,40.0,36.0,其他,False
002802,洪汇新材,34.8,30.3,46.5,10.0,32.5,48.0,其他,False
000779,甘咨询,34.8,13.2,38.5,45.0,40.0,36.0,其他,False
600653,申华控股,34.8,33.8,44.5,5.0,37.5,48.0,其他,False
603059,倍加洁,34.8,10.5,33.5,65.0,32.5,28.0,其他,False
600133,东湖高新,34.8,30.5,46.5,10.0,40.0,40.0,其他,False
002644,佛慈制药,34.8,23.7,33.5,35.0,32.5,48.0,其他,False
000597,东北制药,34.8,26.8,34.5,25.0,40.0,48.0,其他,False
600331,宏达股份,34.8,17.7,50.5,35.0,40.0,20.0,其他,False
002062,宏润建设,34.8,38.1,46.5,5.0,32.5,40.0,其他,False
002133,广宇集团,34.8,21.1,38.5,35.0,40.0,36.0,其他,False
600938,中国海油,34.8,24.4,26.5,45.0,42.5,36.0,其他,False
605178,时空科技,34.7,24.7,46.5,35.0,32.5,20.0,其他,False
600706,曲江文旅,34.7,20.9,33.5,35.0,37.5,48.0,其他,False
002760,凤形股份,34.7,21.3,46.5,35.0,40.0,20.0,其他,False
600671,天目药业,34.7,26.8,31.5,30.0,37.5,48.0,其他,False
002725,跃岭股份,34.7,29.3,46.5,5.0,50.0,40.0,其他,False
002836,新宏泽,34.7,19.5,31.5,50.0,32.5,36.0,其他,False
605068,明新旭腾,34.7,28.8,46.5,20.0,40.0,28.0,其他,False
002899,英派斯,34.7,16.2,50.5,25.0,50.0,28.0,其他,False
002007,华兰生物,34.7,26.7,41.5,15.0,32.5,56.0,其他,False
002873,新天药业,34.7,25.3,31.5,35.0,32.5,48.0,其他,False
605388,均瑶健康,34.7,16.1,46.5,40.0,25.0,36.0,其他,False
002234,民和股份,34.7,16.7,38.5,50.0,32.5,28.0,其他,False
002285,世联行,34.7,24.6,46.5,25.0,40.0,28.0,其他,False
002445,中南文化,34.7,48.1,46.5,5.0,32.5,20.0,其他,False
600528,中铁工业,34.7,29.7,34.5,20.0,32.5,56.0,其他,False
603589,口子窖,34.7,20.2,36.5,20.0,70.0,36.0,其他,False
000513,丽珠集团,34.7,26.8,37.5,20.0,32.5,56.0,其他,False
600392,盛和资源,34.7,16.8,34.5,55.0,32.5,28.0,有色金属,False
600094,大名城,34.7,34.0,46.5,10.0,32.5,40.0,其他,False
603676,卫信康,34.6,24.0,38.5,35.0,32.5,36.0,其他,False
000529,广弘控股,34.6,26.2,26.5,35.0,40.0,48.0,其他,False
002390,信邦制药,34.6,29.1,31.5,25.0,40.0,48.0,其他,False
600429,三元股份,34.6,28.8,33.5,45.0,25.0,28.0,其他,False
002455,百川股份,34.6,12.8,54.0,35.0,32.5,28.0,其他,False
002410,广联达,34.6,12.5,38.5,45.0,40.0,36.0,其他,False
001229,魅视科技,34.6,25.4,34.5,35.0,37.5,36.0,其他,False
600773,西藏城投,34.6,34.8,45.5,20.0,37.5,20.0,其他,False
600733,北汽蓝谷,34.6,22.0,40.5,35.0,32.5,36.0,其他,False
001203,大中矿业,34.6,31.2,50.5,15.0,42.5,20.0,其他,False
002370,亚太药业,34.6,17.1,41.5,40.0,32.5,36.0,其他,False
000419,通程控股,34.6,22.0,38.5,25.0,40.0,48.0,其他,False
600137,浪莎股份,34.6,24.2,46.5,30.0,32.5,28.0,其他,False
600897,厦门空港,34.6,22.7,33.5,25.0,40.0,56.0,其他,False
600089,特变电工,34.6,30.6,34.5,25.0,30.0,48.0,其他,False
001300,三柏硕,34.6,29.2,46.5,25.0,30.0,28.0,其他,False
600408,安泰集团,34.5,19.3,34.5,45.0,42.5,28.0,其他,False
002638,勤上股份,34.5,47.2,46.5,5.0,32.5,20.0,其他,False
002437,誉衡药业,34.5,21.5,36.5,40.0,32.5,36.0,其他,False
600380,健康元,34.5,25.3,38.5,20.0,40.0,48.0,其他,False
600654,中安科,34.5,16.1,53.5,35.0,25.0,28.0,其他,False
600846,同济科技,34.5,32.7,34.5,25.0,25.0,48.0,其他,False
001378,德冠新材,34.5,10.2,36.0,55.0,50.0,20.0,其他,False
600019,宝钢股份,34.5,25.0,38.5,20.0,32.5,56.0,其他,False
001216,华瓷股份,34.5,28.4,44.5,10.0,37.5,48.0,其他,False
600467,好当家,34.5,28.2,31.5,30.0,32.5,48.0,其他,False
603050,科林电气,34.5,43.7,46.5,5.0,40.0,20.0,其他,False
601965,中国汽研,34.5,20.3,55.5,15.0,32.5,40.0,其他,False
002259,升达林业,34.4,26.7,46.5,30.0,25.0,28.0,其他,False
603207,小方制药,34.4,14.4,38.5,40.0,42.5,36.0,其他,False
600125,铁龙物流,34.4,31.5,31.5,20.0,32.5,56.0,其他,False
600372,中航机载,34.4,16.4,41.5,40.0,32.5,36.0,其他,False
603737,三棵树,34.4,4.2,38.5,60.0,40.0,28.0,其他,False
002438,江苏神通,34.4,28.6,46.5,10.0,32.5,48.0,其他,False
603535,嘉诚国际,34.4,23.6,55.5,10.0,32.5,40.0,其他,False
002358,森源电气,34.4,15.5,34.5,55.0,32.5,28.0,其他,False
002355,兴民智通,34.4,28.7,39.0,20.0,40.0,40.0,其他,False
002910,庄园牧场,34.4,25.2,34.5,25.0,40.0,48.0,其他,False
600123,兰花科创,34.4,35.4,34.5,25.0,40.0,28.0,其他,False
002152,广电运通,34.4,25.2,34.5,25.0,40.0,48.0,其他,False
601187,厦门银行,34.3,30.1,27.5,35.0,40.0,36.0,其他,False
603208,江山欧派,34.3,31.9,46.5,5.0,32.5,48.0,其他,False
601096,宏盛华源,34.3,22.6,34.5,40.0,32.5,36.0,其他,False
603609,禾丰股份,34.3,31.1,31.5,25.0,32.5,48.0,其他,False
002329,皇氏集团,34.3,43.6,39.0,10.0,37.5,28.0,其他,False
002785,万里石,34.3,44.0,46.5,5.0,37.5,20.0,其他,False
605377,华旺科技,34.3,35.9,46.5,5.0,32.5,40.0,其他,False
601200,上海环境,34.3,28.3,31.5,25.0,30.0,56.0,其他,False
600531,豫光金铅,34.3,11.1,46.5,50.0,32.5,20.0,有色金属、工业金属,False
002554,惠博普,34.3,24.4,34.5,30.0,32.5,48.0,其他,False
603948,建业股份,34.3,28.6,34.5,20.0,40.0,48.0,其他,False
002969,嘉美包装,34.3,12.2,31.5,65.0,37.5,20.0,其他,False
002599,盛通股份,34.3,22.9,41.5,20.0,37.5,48.0,其他,False
600073,光明肉业,34.3,21.2,33.5,30.0,32.5,56.0,其他,False
001311,多利科技,34.3,18.6,44.5,30.0,32.5,40.0,其他,False
603477,巨星农牧,34.3,26.6,46.5,25.0,32.5,28.0,其他,False
600567,山鹰国际,34.2,26.7,40.5,5.0,55.0,48.0,其他,False
002658,雪迪龙,34.2,18.6,46.5,40.0,32.5,20.0,其他,False
603277,银都股份,34.2,16.8,41.5,30.0,32.5,48.0,其他,False
603655,朗博科技,34.2,34.8,53.5,10.0,25.0,28.0,其他,False
601956,东贝集团,34.2,18.0,44.5,25.0,32.5,48.0,其他,False
002267,陕天然气,34.2,34.9,31.5,20.0,32.5,48.0,其他,False
605069,正和生态,34.2,45.1,39.0,5.0,37.5,32.0,其他,False
600686,金龙汽车,34.2,8.6,38.5,55.0,37.5,28.0,其他,False
001213,中铁特货,34.2,30.1,38.5,5.0,30.0,68.0,其他,False
600526,菲达环保,34.2,22.1,38.5,35.0,32.5,36.0,其他,False
601279,英利汽车,34.1,26.5,31.5,30.0,32.5,48.0,其他,False
600138,中青旅,34.1,14.0,33.5,40.0,42.5,44.0,其他,False
601606,长城军工,34.1,19.0,41.5,35.0,32.5,36.0,其他,False
600227,赤天化,34.1,27.2,33.5,50.0,25.0,20.0,其他,False
605183,确成股份,34.1,12.4,57.0,25.0,30.0,36.0,其他,False
002333,罗普斯金,34.1,25.9,44.5,5.0,47.5,48.0,其他,False
002687,乔治白,34.1,26.9,40.5,15.0,37.5,48.0,其他,False
603053,成都燃气,34.0,30.4,39.0,5.0,40.0,56.0,其他,False
000882,华联股份,34.0,22.9,41.5,15.0,42.5,48.0,其他,False
600588,用友网络,34.0,14.8,41.5,45.0,32.5,28.0,其他,False
603319,美湖股份,34.0,19.8,56.5,25.0,32.5,20.0,其他,False
603151,邦基科技,34.0,17.9,38.5,35.0,40.0,36.0,其他,False
000756,新华制药,34.0,30.5,46.5,5.0,32.5,48.0,其他,False
000517,荣安地产,34.0,28.1,46.5,5.0,37.5,48.0,其他,False
002853,皮阿诺,34.0,19.6,58.5,10.0,40.0,32.0,其他,False
600658,电子城,33.9,32.0,46.5,5.0,37.5,40.0,其他,False
600666,奥瑞德,33.9,25.1,46.5,30.0,32.5,20.0,其他,False
002400,省广集团,33.9,17.5,34.5,50.0,32.5,28.0,其他,False
002261,拓维信息,33.9,25.7,41.5,35.0,25.0,28.0,其他,False
603071,物产环能,33.9,30.5,34.5,20.0,32.5,48.0,其他,False
600202,哈空调,33.9,27.8,46.5,5.0,37.5,48.0,其他,False
000886,海南高速,33.9,18.2,41.5,35.0,32.5,36.0,其他,False
600316,洪都航空,33.9,4.2,33.5,65.0,37.5,28.0,其他,False
600326,西藏天路,33.9,13.2,38.5,45.0,32.5,36.0,其他,False
600703,三安光电,33.9,46.2,39.0,5.0,32.5,32.0,其他,False
600120,浙江东方,33.9,18.8,38.5,35.0,37.5,36.0,其他,False
601121,宝地矿业,33.9,17.3,38.5,40.0,32.5,36.0,其他,False
002986,宇新股份,33.9,28.7,40.5,25.0,37.5,28.0,其他,False
601515,衢州东峰,33.9,21.0,46.5,30.0,32.5,28.0,其他,False
000607,华媒控股,33.9,20.2,34.5,30.0,37.5,48.0,其他,False
000415,渤海租赁,33.8,16.9,38.5,45.0,32.5,28.0,其他,False
001201,东瑞股份,33.8,22.2,34.5,30.0,32.5,48.0,其他,False
601811,新华文轩,33.8,30.1,41.5,10.0,25.0,56.0,其他,False
002739,儒意电影,33.8,23.1,49.5,10.0,32.5,48.0,其他,False
600126,杭钢股份,33.8,13.3,53.5,35.0,25.0,28.0,其他,False
605001,威奥股份,33.8,25.4,31.5,30.0,32.5,48.0,其他,False
002500,山西证券,33.7,22.7,31.5,25.0,45.0,48.0,其他,False
601068,中铝国际,33.7,27.1,31.5,35.0,32.5,36.0,其他,False
002672,东江环保,33.7,20.1,38.5,35.0,32.5,36.0,其他,False
000617,中油资本,33.7,17.7,33.5,40.0,40.0,36.0,其他,False
603879,永悦科技,33.7,23.5,34.5,25.0,37.5,48.0,其他,False
600829,人民同泰,33.7,20.3,38.5,35.0,32.5,36.0,其他,False
603088,宁波精达,33.7,24.3,42.5,10.0,65.0,28.0,其他,False
000937,冀中能源,33.7,34.1,41.5,10.0,25.0,48.0,其他,False
600586,金晶科技,33.7,29.2,34.5,20.0,42.5,40.0,其他,False
600050,中国联通,33.7,25.4,46.5,10.0,32.5,48.0,其他,False
002846,英联股份,33.7,9.1,45.5,45.0,25.0,36.0,其他,False
603095,越剑智能,33.7,43.9,46.5,5.0,32.5,20.0,其他,False
601139,深圳燃气,33.6,28.9,27.5,25.0,40.0,48.0,其他,False
600456,宝钛股份,33.6,23.0,34.5,25.0,37.5,48.0,有色金属、工业金属、金属新材料,False
603658,安图生物,33.6,29.4,34.5,20.0,32.5,48.0,其他,False
002723,小崧股份,33.6,30.2,52.5,5.0,47.5,20.0,其他,False
600718,东软集团,33.6,25.2,34.5,25.0,32.5,48.0,其他,False
601669,中国电建,33.6,29.4,34.5,20.0,32.5,48.0,其他,False
603182,嘉华股份,33.6,24.6,31.5,30.0,32.5,48.0,其他,False
600235,民丰特纸,33.6,25.4,34.5,25.0,32.5,48.0,其他,False
002124,天邦食品,33.6,33.1,46.5,5.0,32.5,40.0,其他,False
603037,凯众股份,33.6,29.3,39.0,25.0,32.5,32.0,其他,False
600880,博瑞传播,33.6,12.5,38.5,45.0,40.0,28.0,其他,False
600017,日照港,33.6,28.7,38.5,10.0,32.5,56.0,其他,False
001979,招商蛇口,33.6,23.6,46.5,25.0,32.5,28.0,其他,False
002575,群兴玩具,33.6,20.0,46.5,35.0,32.5,20.0,其他,False
603341,龙旗科技,33.6,30.0,46.5,5.0,30.0,48.0,其他,False
002941,新疆交建,33.5,18.0,40.5,25.0,47.5,36.0,其他,False
603633,徕木股份,33.5,24.5,52.5,5.0,37.5,40.0,其他,False
603866,桃李面包,33.5,25.9,38.5,10.0,37.5,56.0,其他,False
002698,博实股份,33.5,28.9,46.5,10.0,32.5,40.0,其他,False
603716,塞力医疗,33.5,10.8,38.5,40.0,42.5,36.0,其他,False
000528,柳 工,33.5,21.3,41.5,25.0,25.0,48.0,其他,False
000963,华东医药,33.5,12.8,33.5,45.0,40.0,36.0,其他,False
001222,源飞宠物,33.5,15.4,38.5,40.0,32.5,36.0,其他,False
002311,海大集团,33.5,24.2,31.5,25.0,40.0,48.0,其他,False
002869,金溢科技,33.5,23.3,34.5,35.0,32.5,36.0,其他,False
601106,中国一重,33.4,18.5,31.5,50.0,32.5,28.0,其他,False
601928,凤凰传媒,33.4,28.0,38.5,10.0,32.5,56.0,其他,False
002161,远 望 谷,33.4,17.3,34.5,35.0,40.0,40.0,其他,False
600141,兴发集团,33.4,27.7,39.5,20.0,32.5,40.0,有色金属、氟化工,False
600877,电科芯片,33.4,28.1,44.5,10.0,37.5,40.0,其他,False
000011,深物业A,33.4,23.6,41.5,25.0,32.5,36.0,其他,False
002097,山河智能,33.4,19.0,41.5,25.0,42.5,36.0,其他,False
603816,顾家家居,33.4,22.8,46.5,25.0,32.5,28.0,其他,False
601212,白银有色,33.4,8.3,41.5,50.0,32.5,28.0,有色金属、工业金属,False
002416,爱施德,33.4,23.0,38.5,30.0,32.5,36.0,其他,False
600352,浙江龙盛,33.4,13.6,33.5,45.0,37.5,36.0,其他,False
603970,中农立华,33.3,24.5,33.5,35.0,30.0,36.0,其他,False
002857,三晖电气,33.3,29.4,46.5,5.0,37.5,40.0,其他,False
002866,传艺科技,33.3,20.4,53.5,30.0,22.5,20.0,其他,False
002543,万和电气,33.3,24.5,41.5,10.0,32.5,56.0,其他,False
003041,真爱美家,33.3,26.8,46.5,25.0,32.5,20.0,其他,False
603313,梦百合,33.3,8.0,57.0,30.0,32.5,28.0,其他,False
001390,古麒绒材,33.3,15.5,33.5,45.0,32.5,36.0,其他,False
002344,海宁皮城,33.3,26.5,41.5,10.0,37.5,48.0,其他,False
600681,百川能源,33.2,23.6,34.5,25.0,32.5,48.0,其他,False
600031,三一重工,33.2,23.0,41.5,30.0,32.5,28.0,其他,False
000681,视觉中国,33.2,18.2,46.5,30.0,32.5,28.0,其他,False
000070,特发信息,33.2,30.3,46.5,20.0,32.5,20.0,其他,False
002526,山东矿机,33.2,18.1,38.5,35.0,32.5,36.0,其他,False
600841,动力新科,33.2,3.5,41.5,55.0,32.5,28.0,其他,False
600737,中粮糖业,33.2,15.7,46.5,30.0,37.5,28.0,其他,False
605003,众望布艺,33.2,20.8,33.5,40.0,37.5,28.0,其他,False
600127,金健米业,33.2,24.3,33.5,20.0,32.5,56.0,其他,False
002524,光正眼科,33.2,31.7,34.5,10.0,40.0,48.0,其他,False
002302,西部建设,33.1,24.5,27.0,30.0,37.5,48.0,其他,False
002130,沃尔核材,33.1,15.5,44.5,30.0,32.5,36.0,金属新材料,False
600319,亚星化学,33.1,31.0,46.5,5.0,32.5,40.0,其他,False
600379,宝光股份,33.1,41.1,46.5,10.0,25.0,20.0,氟化工,False
603896,寿仙谷,33.1,18.8,41.5,20.0,40.0,44.0,其他,False
603881,数据港,33.1,26.0,46.5,25.0,32.5,20.0,其他,False
